,disaster,id,name,time,label_exists,target_exists,gsd,capture_date,disaster_type,height,width,original_height,original_width,NA,destroyed,major-damage,minor-damage,no-damage,un-classified
512,socal-fire,00000940,socal-fire_00000940_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,6,0,0,0,0,0
513,socal-fire,00000420,socal-fire_00000420_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,2,0,0,0,1
514,santa-rosa-wildfire,00000014,santa-rosa-wildfire_00000014_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,19,3,4,23,1
515,socal-fire,00001149,socal-fire_00001149_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
516,socal-fire,00000474,socal-fire_00000474_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
517,hurricane-florence,00000461,hurricane-florence_00000461_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,12,0,0,0
518,socal-fire,00000591,socal-fire_00000591_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,3,0,0,0,0,0
519,socal-fire,00000477,socal-fire_00000477_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
520,socal-fire,00000533,socal-fire_00000533_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
521,socal-fire,00000196,socal-fire_00000196_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
522,socal-fire,00001354,socal-fire_00001354_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,2,0,0,0,0,0
523,hurricane-matthew,00000017,hurricane-matthew_00000017_post_disaster.png,post,True,True,2.37887692,2016-10-01T15:29:45.000Z,wind,1024,1024,1024,1024,0,0,1,10,36,9
524,hurricane-harvey,00000493,hurricane-harvey_00000493_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,29,7,0,0,0
525,midwest-flooding,00000075,midwest-flooding_00000075_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
526,santa-rosa-wildfire,00000103,santa-rosa-wildfire_00000103_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,26,2,1,9,1
527,palu-tsunami,00000183,palu-tsunami_00000183_pre_disaster.png,pre,True,True,2.2467656000000003,2018-02-20T02:24:45.000Z,tsunami,1024,1024,1024,1024,125,0,0,0,0,0
528,hurricane-matthew,00000208,hurricane-matthew_00000208_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,2,0,0,0,5
529,hurricane-michael,00000463,hurricane-michael_00000463_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,0,1,140,0
530,santa-rosa-wildfire,00000093,santa-rosa-wildfire_00000093_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,9,3,0,21,0
531,hurricane-michael,00000517,hurricane-michael_00000517_pre_disaster.png,pre,True,True,2.2217438,2017-10-05T16:51:27.000Z,wind,1024,1024,1024,1024,162,0,0,0,0,0
532,socal-fire,00000769,socal-fire_00000769_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
533,palu-tsunami,00000026,palu-tsunami_00000026_pre_disaster.png,pre,True,True,2.0312154,2017-01-24T02:18:34.285Z,tsunami,1024,1024,1024,1024,54,0,0,0,0,0
534,hurricane-florence,00000026,hurricane-florence_00000026_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,28,0,0,0,0,0
535,socal-fire,00000907,socal-fire_00000907_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,5,0,0,0,0,0
536,hurricane-florence,00000510,hurricane-florence_00000510_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,1,0,0,29,0
537,socal-fire,00000436,socal-fire_00000436_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,18,0,0,0,0,0
538,hurricane-matthew,00000400,hurricane-matthew_00000400_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,53,16,0,0,1
539,hurricane-florence,00000362,hurricane-florence_00000362_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,6,0,0,0,0,0
540,hurricane-florence,00000395,hurricane-florence_00000395_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,20,0,0,0,0,0
541,hurricane-harvey,00000512,hurricane-harvey_00000512_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,2,1,6,4,0
542,socal-fire,00000268,socal-fire_00000268_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,14,0,1,7,0
543,hurricane-michael,00000311,hurricane-michael_00000311_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,6,21,55,0
544,hurricane-florence,00000414,hurricane-florence_00000414_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,3,0,0,0,0,0
545,socal-fire,00001167,socal-fire_00001167_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
546,socal-fire,00000079,socal-fire_00000079_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
547,hurricane-harvey,00000045,hurricane-harvey_00000045_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,3,0,0,1
548,midwest-flooding,00000117,midwest-flooding_00000117_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,13,0,0,0,0,0
549,mexico-earthquake,00000018,mexico-earthquake_00000018_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,243,0,0,0,0,0
550,hurricane-harvey,00000346,hurricane-harvey_00000346_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,51,0,0,0,0,0
551,socal-fire,00000618,socal-fire_00000618_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,25,0
552,hurricane-florence,00000140,hurricane-florence_00000140_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,1,0,0,0
553,socal-fire,00000587,socal-fire_00000587_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
554,midwest-flooding,00000196,midwest-flooding_00000196_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,31,0,0,0,0,0
555,santa-rosa-wildfire,00000250,santa-rosa-wildfire_00000250_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,39,0,1,4,0
556,santa-rosa-wildfire,00000214,santa-rosa-wildfire_00000214_post_disaster.png,post,True,True,1.8769937,2017-10-11T19:19:41.000Z,fire,1024,1024,1024,1024,0,2,0,1,51,0
557,hurricane-harvey,00000274,hurricane-harvey_00000274_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,0,1
558,hurricane-matthew,00000085,hurricane-matthew_00000085_post_disaster.png,post,True,True,2.7733664499999997,2016-10-09T15:32:03.000Z,wind,1024,1024,1024,1024,0,8,1,1,1,0
559,socal-fire,00001308,socal-fire_00001308_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
560,hurricane-florence,00000360,hurricane-florence_00000360_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,111,0
561,hurricane-florence,00000055,hurricane-florence_00000055_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,9,0,0,0,0,0
562,socal-fire,00001389,socal-fire_00001389_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,2,0,0,2,2
563,socal-fire,00001198,socal-fire_00001198_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
564,hurricane-harvey,00000194,hurricane-harvey_00000194_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,2,0
565,hurricane-florence,00000178,hurricane-florence_00000178_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,15,0,0,0,0,0
566,hurricane-florence,00000445,hurricane-florence_00000445_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,8,0,0,0
567,socal-fire,00000789,socal-fire_00000789_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
568,mexico-earthquake,00000114,mexico-earthquake_00000114_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,22,1
569,hurricane-michael,00000181,hurricane-michael_00000181_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,113,0,0,0,0,0
570,socal-fire,00000167,socal-fire_00000167_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
571,socal-fire,00000887,socal-fire_00000887_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,68,0
572,midwest-flooding,00000374,midwest-flooding_00000374_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,6,0,0,0,0,0
573,hurricane-matthew,00000369,hurricane-matthew_00000369_post_disaster.png,post,True,True,1.59234964847565,2016-10-10T16:04:56.646Z,wind,1024,1024,1024,1024,0,4,4,6,0,2
574,mexico-earthquake,00000072,mexico-earthquake_00000072_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,58,0
575,hurricane-harvey,00000203,hurricane-harvey_00000203_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,6,0,0,2
576,socal-fire,00001320,socal-fire_00001320_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
577,hurricane-michael,00000249,hurricane-michael_00000249_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,3,13,18,26,1
578,mexico-earthquake,00000104,mexico-earthquake_00000104_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,100,0,0,0,0,0
579,hurricane-michael,00000206,hurricane-michael_00000206_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,8,28,41,109,3
580,santa-rosa-wildfire,00000330,santa-rosa-wildfire_00000330_pre_disaster.png,pre,True,True,2.149289,2017-05-21T19:19:19.000Z,fire,1024,1024,1024,1024,14,0,0,0,0,0
581,hurricane-harvey,00000041,hurricane-harvey_00000041_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,3,0,0,0,0,0
582,hurricane-matthew,00000321,hurricane-matthew_00000321_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,6,0,0,0,0,0
583,midwest-flooding,00000207,midwest-flooding_00000207_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,16,0,0,0,0,0
584,midwest-flooding,00000282,midwest-flooding_00000282_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,23,0,0,0,0,0
585,palu-tsunami,00000175,palu-tsunami_00000175_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,0,1,0,346,0
586,hurricane-matthew,00000187,hurricane-matthew_00000187_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,0,0,0,0,0,0
587,socal-fire,00000457,socal-fire_00000457_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
588,hurricane-michael,00000041,hurricane-michael_00000041_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,136,0,0,0,0,0
589,midwest-flooding,00000032,midwest-flooding_00000032_pre_disaster.png,pre,True,True,2.090686,2019-01-26T17:17:36.000Z,flooding,1024,1024,1024,1024,0,0,0,0,0,0
590,hurricane-florence,00000269,hurricane-florence_00000269_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,4,0,0,0,0,0
591,socal-fire,00000027,socal-fire_00000027_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
592,socal-fire,00000839,socal-fire_00000839_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
593,hurricane-harvey,00000436,hurricane-harvey_00000436_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,0,0,0,91,0
594,hurricane-harvey,00000470,hurricane-harvey_00000470_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,1,33,3,0,0
595,hurricane-michael,00000530,hurricane-michael_00000530_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,0,1,0,0,0
596,hurricane-florence,00000158,hurricane-florence_00000158_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,4,0,0,0
597,hurricane-florence,00000360,hurricane-florence_00000360_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,111,0,0,0,0,0
598,palu-tsunami,00000064,palu-tsunami_00000064_pre_disaster.png,pre,True,True,2.0312154,2017-01-24T02:18:34.285Z,tsunami,1024,1024,1024,1024,257,0,0,0,0,0
599,socal-fire,00000269,socal-fire_00000269_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
600,mexico-earthquake,00000185,mexico-earthquake_00000185_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,549,0,0,0,0,0
601,hurricane-florence,00000309,hurricane-florence_00000309_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,23,1
602,midwest-flooding,00000171,midwest-flooding_00000171_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,2,0,0,0,0,0
603,hurricane-harvey,00000200,hurricane-harvey_00000200_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,7,0,0,0,0,0
604,hurricane-matthew,00000045,hurricane-matthew_00000045_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,128,0,0,0,0,0
605,socal-fire,00001330,socal-fire_00001330_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,48,0,0,0,0,0
606,hurricane-michael,00000180,hurricane-michael_00000180_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,6,27,66,98,6
607,socal-fire,00000653,socal-fire_00000653_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,15,2
608,midwest-flooding,00000407,midwest-flooding_00000407_pre_disaster.png,pre,True,True,2.0809727000000002,2019-01-26T17:16:23.000Z,flooding,1024,1024,1024,1024,15,0,0,0,0,0
609,hurricane-florence,00000319,hurricane-florence_00000319_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,1,2,0,0
610,hurricane-florence,00000350,hurricane-florence_00000350_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,43,0,0,0,0,0
611,midwest-flooding,00000067,midwest-flooding_00000067_pre_disaster.png,pre,True,True,2.090686,2019-01-26T17:17:36.000Z,flooding,1024,1024,1024,1024,103,0,0,0,0,0
612,socal-fire,00001341,socal-fire_00001341_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,74,0,0,0,0,0
613,mexico-earthquake,00000039,mexico-earthquake_00000039_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,1,114,0
614,socal-fire,00001140,socal-fire_00001140_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
615,hurricane-michael,00000208,hurricane-michael_00000208_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,11,0,0,0,0,0
616,hurricane-florence,00000388,hurricane-florence_00000388_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,8,0,0,0
617,socal-fire,00000346,socal-fire_00000346_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,8,0,0,0,0,0
618,santa-rosa-wildfire,00000196,santa-rosa-wildfire_00000196_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,32,0,0,0,0,0
619,hurricane-matthew,00000043,hurricane-matthew_00000043_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,181,0,0,0,0,0
620,hurricane-michael,00000165,hurricane-michael_00000165_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,66,0,0,0,0,0
621,hurricane-harvey,00000072,hurricane-harvey_00000072_post_disaster.png,post,True,True,3.024613,2017-08-31T17:38:50.685Z,flooding,1024,1024,1024,1024,0,1,6,2,0,0
622,midwest-flooding,00000175,midwest-flooding_00000175_post_disaster.png,post,True,True,1.2524601,2019-05-30T17:35:04.000Z,flooding,1024,1024,1024,1024,0,2,2,4,22,0
623,santa-rosa-wildfire,00000014,santa-rosa-wildfire_00000014_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,50,0,0,0,0,0
624,santa-rosa-wildfire,00000050,santa-rosa-wildfire_00000050_pre_disaster.png,pre,True,True,1.6719055,2017-06-21T19:09:01.000Z,fire,1024,1024,1024,1024,184,0,0,0,0,0
625,socal-fire,00000118,socal-fire_00000118_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
626,hurricane-florence,00000028,hurricane-florence_00000028_post_disaster.png,post,True,True,2.8959277,2018-09-18T16:32:47.000Z,flooding,1024,1024,1024,1024,0,0,0,0,108,62
627,socal-fire,00000760,socal-fire_00000760_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
628,hurricane-florence,00000101,hurricane-florence_00000101_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,1,0,0,0
629,mexico-earthquake,00000154,mexico-earthquake_00000154_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,450,0
630,hurricane-michael,00000135,hurricane-michael_00000135_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,59,0,0,0,0,0
631,hurricane-florence,00000347,hurricane-florence_00000347_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,10,0
632,socal-fire,00000603,socal-fire_00000603_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,2,0,0,10,1
633,hurricane-matthew,00000331,hurricane-matthew_00000331_post_disaster.png,post,True,True,2.72200345993042,2016-10-11T15:59:14.035Z,wind,1024,1024,1024,1024,0,2,1,4,0,1
634,hurricane-matthew,00000048,hurricane-matthew_00000048_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,71,0,0,0,0,0
635,mexico-earthquake,00000030,mexico-earthquake_00000030_post_disaster.png,post,True,True,2.6503215,2017-09-20T17:46:11.000Z,earthquake,1024,1024,1024,1024,0,0,0,0,113,0
636,hurricane-florence,00000103,hurricane-florence_00000103_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,0,0,60,2
637,hurricane-harvey,00000448,hurricane-harvey_00000448_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,11,0,0,0,0,0
638,socal-fire,00000070,socal-fire_00000070_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
639,hurricane-michael,00000066,hurricane-michael_00000066_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,2,0,1,4,0
640,hurricane-harvey,00000267,hurricane-harvey_00000267_pre_disaster.png,pre,True,True,2.2015352000000004,2017-02-16T17:11:58.000Z,flooding,1024,1024,1024,1024,91,0,0,0,0,0
641,socal-fire,00001394,socal-fire_00001394_pre_disaster.png,pre,True,True,1.9003485,2018-10-23T18:50:43.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
642,socal-fire,00000545,socal-fire_00000545_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
643,hurricane-florence,00000247,hurricane-florence_00000247_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,7,0,0,0,0,0
644,socal-fire,00000178,socal-fire_00000178_pre_disaster.png,pre,True,True,2.1259935000000003,2018-10-23T18:51:21.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
645,socal-fire,00000939,socal-fire_00000939_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
646,socal-fire,00000433,socal-fire_00000433_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,1,0,0,0,0
647,socal-fire,00000915,socal-fire_00000915_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
648,santa-rosa-wildfire,00000267,santa-rosa-wildfire_00000267_pre_disaster.png,pre,True,True,2.149289,2017-05-21T19:19:19.000Z,fire,1024,1024,1024,1024,22,0,0,0,0,0
649,palu-tsunami,00000047,palu-tsunami_00000047_post_disaster.png,post,True,True,2.8247435,2018-10-01T02:26:02.000Z,tsunami,1024,1024,1024,1024,0,123,17,0,97,0
650,mexico-earthquake,00000048,mexico-earthquake_00000048_pre_disaster.png,pre,True,True,1.3783635,2017-01-04T17:31:25.156Z,earthquake,1024,1024,1024,1024,1157,0,0,0,0,0
651,socal-fire,00000793,socal-fire_00000793_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,8,0,0,0,0,0
652,hurricane-matthew,00000156,hurricane-matthew_00000156_post_disaster.png,post,True,True,2.7733664499999997,2016-10-09T15:32:03.000Z,wind,1024,1024,1024,1024,0,148,285,188,0,20
653,hurricane-matthew,00000206,hurricane-matthew_00000206_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,19,0,0,0,0,0
654,socal-fire,00000704,socal-fire_00000704_pre_disaster.png,pre,True,True,1.9894955,2018-10-23T18:51:02.000Z,fire,1024,1024,1024,1024,0,0,0,0,0,0
655,hurricane-florence,00000085,hurricane-florence_00000085_pre_disaster.png,pre,True,True,1.958603,2018-04-06T15:49:36.000Z,flooding,1024,1024,1024,1024,26,0,0,0,0,0
656,hurricane-florence,00000473,hurricane-florence_00000473_post_disaster.png,post,True,True,2.0916247,2018-09-20T16:04:41.000Z,flooding,1024,1024,1024,1024,0,0,5,1,29,0
657,socal-fire,00000679,socal-fire_00000679_post_disaster.png,post,True,True,2.5700748,2018-11-14T18:42:58.000Z,fire,1024,1024,1024,1024,0,14,3,2,5,0
658,hurricane-matthew,00000159,hurricane-matthew_00000159_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,47,0,0,0,0,0
659,hurricane-matthew,00000376,hurricane-matthew_00000376_pre_disaster.png,pre,True,True,1.95753467082977,2013-06-09T15:51:17.851Z,wind,1024,1024,1024,1024,28,0,0,0,0,0
660,hurricane-michael,00000060,hurricane-michael_00000060_post_disaster.png,post,True,True,2.0711906,2018-10-13T16:48:15.000Z,wind,1024,1024,1024,1024,0,1,5,15,91,0
661,hurricane-matthew,00000007,hurricane-matthew_00000007_pre_disaster.png,pre,True,True,1.91168606,2013-01-05T16:02:21.000Z,wind,1024,1024,1024,1024,33,0,0,0,0,0
662,hurricane-michael,00000311,hurricane-michael_00000311_pre_disaster.png,pre,True,True,2.0664845,2017-11-29T16:28:19.000Z,wind,1024,1024,1024,1024,82,0,0,0,0,0
